function	CV1	CV2	CV3	CV4	CV5	GF1	GF2	GF3	GF4	GF5	GF6
3.2.1.21-RXN	8012.790000000001	5303.79	5878.209999999999	8641.0	6071.21	180.98	191.23	279.02	82.5	87.93	182.65
3.2.1.23-RXN	8177.05	5805.8	6056.799999999999	9051.85	7073.139999999999	187.15	184.4	213.35	73.5	90.9	179.75
3.2.1.24-RXN	755.7599999999999	523.8399999999999	646.0799999999999	805.75	757.4200000000001	249.0	246.16000000000005	238.84	238.65	240.83000000000004	247.08
3.2.1.25-RXN	2681.17	1076.67	1296.66	2889.83	1126.17	62.83	64.83	60.67	24.5	30.83	67.5
3.2.1.3-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.35-RXN	83.17	137.67	106.0	156.17	55.67	1.0	3.5	0.0	1.0	1.5	1.5
3.2.1.37-RXN	23.84	230.0	222.84	26.5	505.66	461.34	458.16	443.34	462.8	463.50000000000006	456.66
3.2.1.40-RXN	3387.02	1559.02	1683.0	3526.52	2032.02	75.0	81.0	85.0	27.0	37.0	80.5
3.2.1.50-RXN	1396.18	545.9300000000001	552.0	1404.68	436.43	30.0	31.75	26.0	10.5	14.25	32.75
3.2.1.52-RXN	6575.46	3381.87	3360.75	7446.78	3371.45	603.17	617.49	614.51	516.8	536.0300000000001	615.81
3.2.1.55-RXN	1401.34	623.9200000000001	683.67	1428.67	686.25	259.17	262.58000000000004	252.17	242.15	245.75000000000003	262.08000000000004
3.2.1.65-RXN	7.5	2.0	1.5	4.75	0.5	0.0	0.0	0.0	0.0	0.0	0.25
3.2.1.70-RXN	21.59	42.0	18.09	43.0	16.91	459.34	457.66	438.34	464.3	463.00000000000006	457.66
3.2.1.78-RXN	704.0	295.25	302.5	719.75	220.25	15.0	17.75	13.0	5.5	7.25	17.0
3.2.1.8-RXN	654.17	216.5	247.67	689.75	202.33	244.17	243.33	232.17	236.15	238.00000000000003	244.58
3.2.1.80-RXN	1322.17	442.67	497.0	1382.67	408.67	30.0	31.0	26.0	10.0	14.0	32.5
3.2.1.81-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
3.2.1.89-RXN	127.17	61.17	218.66	103.08	77.17	0.8300000000000001	0.33	6.67	0.0	0.33	1.75
3.2.1.96-RXN	2.68	0.0	0.68	9.0	1.32	916.68	913.32	876.68	924.6	924.0	913.32
3.2.1.97-RXN	0.25	0.0	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.99-RXN	1329.5	435.0	500.5	1391.75	405.5	30.0	30.0	26.0	10.0	14.0	33.25
3.2.2.21-RXN	55.75	43.0	37.75	28.5	24.92	0.0	2.0	67.5	0.0	0.4	6.3
3.2.2.23-RXN	94.59	70.17	37.42	204.92	39.42	230.17	231.33	249.67	231.15	232.2	232.98
3.2.2.24-RXN	16.5	21.0	15.0	7.5	3.0	0.0	1.0	20.0	0.0	0.0	2.5
3.3.2.2-RXN	6.0	19.0	3.0	15.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0
3.3.2.5-RXN	6.0	19.0	3.0	15.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0
3.3.2.9-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.4.11.1-RXN	27.5	33.0	23.0	147.5	26.67	1.0	2.0	41.5	0.0	1.2	4.9
3.4.11.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.4.11.18-RXN	1989.9300000000003	1685.7600000000002	1673.41	2338.67	1776.0100000000002	276.5	265.91	323.84	251.15	252.48	274.38
3.4.11.19-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
3.4.11.2-RXN	60.84	29.67	20.17	45.17	10.67	229.17	229.33	248.67	231.15	231.2	230.73
3.4.11.21-RXN	281.17	576.1700000000001	576.1600000000001	454.33	779.6700000000001	8.83	1.83	31.17	4.5	4.03	3.4
3.4.11.4-RXN	1062.01	919.09	926.33	1235.25	1024.09	253.0	248.91000000000005	262.84	241.15	242.08000000000004	253.83
3.4.11.5-RXN	12.5	198.5	116.0	22.0	257.0	3.0	2.0	65.0	0.0	1.4	3.8
3.4.11.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.4.11.7-RXN	0.92	2.0	1.92	0.0	0.5800000000000001	229.17	229.33	219.17	231.15	231.00000000000003	228.33
3.4.11.9-RXN	1875.93	1540.2600000000002	1408.08	2081.67	1603.5100000000002	274.0	264.91	309.84	249.15	250.48	269.38
3.4.13.19-RXN	313.17	624.1700000000001	607.6600000000001	478.33	798.6700000000001	8.83	2.83	29.67	4.5	4.03	6.4
3.4.13.21-RXN	19.0	39.0	11.0	46.0	12.67	0.0	1.0	10.0	0.0	0.0	4.0
3.4.13.22-RXN	744.67	369.67	388.0	899.42	486.67	16.0	18.5	77.0	5.5	8.5	18.25
3.4.13.9-RXN	206.42	360.5	249.92	348.0	389.75	236.17	230.33	221.17	233.15	233.00000000000003	234.33
3.4.14.11-RXN	44.67	10.0	17.17	38.0	5.33	229.17	229.33	219.17	231.15	231.00000000000003	229.33
3.4.14.4-RXN	704.17	304.42	302.5	717.42	224.42	15.0	17.75	13.0	5.5	7.25	16.5
3.4.14.5-RXN	1388.01	549.26	554.0	1416.51	435.76	30.0	33.75	38.0	10.5	14.25	32.75
3.4.15.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
3.4.15.5-RXN	1426.51	633.51	609.0	1442.01	455.18	30.0	37.5	62.5	11.0	14.5	35.0
3.4.16.4-RXN	2437.94	3758.6	3657.56	3363.74	4823.1900000000005	519.16	492.23	606.02	495.3	492.87	509.7600000000001
3.4.17.11-RXN	50.0	49.0	30.0	48.0	13.0	0.0	0.0	25.0	0.0	0.2	0.4
3.4.17.13-RXN	696.0	298.75	312.5	723.25	225.42	15.0	17.75	39.0	5.5	7.45	19.9
3.4.17.19-RXN	56.25	174.5	150.25	96.5	307.25	1.0	1.5	5.0	2.5	1.5	4.0
3.4.19.11-RXN	70.0	120.5	210.5	101.5	86.0	1.5	0.0	0.0	2.0	1.0	1.0
3.4.19.5-RXN	0.0	1.0	0.0	1.0	0.67	0.0	1.0	2.0	0.0	0.0	2.0
3.4.21.102-RXN	2518.4300000000003	1601.43	1562.41	2678.59	1493.85	53.83	57.08	125.67	22.0	25.98	56.8
3.4.21.105-RXN	935.75	770.0	805.5799999999999	1274.0	963.75	24.5	16.5	28.0	9.5	11.5	19.0
3.4.21.107-RXN	708.26	1304.34	1252.2400000000002	863.66	1585.09	245.83	236.99	289.50999999999993	241.15	237.86	237.73
3.4.21.110-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
3.4.21.116-RXN	339.17	633.1700000000001	614.1600000000001	488.33	811.6700000000001	8.83	1.83	11.67	4.5	3.83	4.0
3.4.21.26-RXN	660.5	232.5	251.5	705.75	206.0	15.0	17.0	41.0	5.0	7.0	16.25
3.4.21.53-RXN	1203.84	1386.09	1225.16	1364.25	1610.76	27.83	22.08	82.67	13.5	13.98	25.3
3.4.21.72-RXN	0.67	0.0	0.17	0.0	0.33	229.17	228.33	219.17	231.15	231.00000000000003	228.33
3.4.21.83-RXN	0.0	1.0	0.0	1.0	0.67	0.0	1.0	40.5	0.0	0.2	2.4
3.4.21.88-RXN	515.9200000000001	944.67	864.4099999999999	675.8299999999999	1172.59	11.83	4.33	63.17	8.0	4.73	7.3
3.4.21.89-RXN	3174.5400000000004	2755.37	2671.15	3593.1	3013.37	299.66	287.32	355.67999999999995	261.65	264.39	296.38
3.4.21.92-RXN	1420.1	1609.43	1710.9	1611.91	1860.18	261.66	253.07	308.17999999999995	246.65	245.44000000000003	255.73
3.4.22.40-RXN	1410.26	543.59	568.42	1444.59	436.17	259.17	262.08000000000004	245.17	241.65	245.25000000000003	260.83000000000004
3.4.23.36-RXN	1351.43	1529.76	1501.7400000000002	1531.8300000000002	1774.01	260.83	251.74	296.01	246.65	245.31	254.38
3.4.23.43-RXN	602.76	1188.34	1165.2400000000002	815.66	1515.2600000000002	246.83	234.99	286.00999999999993	243.15	239.06	238.63
3.4.23.48-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.4.24.27-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.4.24.3-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
3.4.24.32-RXN	5464.780000000001	3723.61	3679.39	6331.91	4029.87	352.32	334.23	447.02	282.15	290.20000000000005	360.93
3.4.24.40-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
3.4.24.55-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
3.4.24.56-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.4.24.70-RXN	17.5	24.0	17.0	9.5	3.67	0.0	1.0	18.0	0.0	0.2	2.9
3.5.1.26-RXN	12.0	7.0	8.0	139.0	24.0	1.0	1.0	2.0	0.0	1.0	1.0
3.5.1.27-RXN	1399.01	1263.59	1162.33	1663.5	1246.59	258.0	251.91000000000005	313.84	246.15	244.48	255.88
3.5.1.77-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
3.5.1.80-RXN	2439.6800000000003	1473.51	1470.83	2881.67	1548.0100000000002	287.0	278.16	294.84	256.65000000000003	260.03000000000003	286.73
3.5.1.81-RXN	23.0	70.0	28.0	48.0	24.0	1.0	0.0	16.0	2.0	1.2	1.4
3.5.1.86-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3.5.1.87-RXN	6.5	79.5	9.0	10.0	5.0	0.0	0.0	89.0	0.0	0.4	0.8
3.5.1.88-RXN	1399.01	1263.59	1162.33	1663.5	1246.59	258.0	251.91000000000005	313.84	246.15	244.48	255.88
3.5.1.97-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.4	0.8
3.5.2.14-RXN	8.0	19.0	6.0	20.0	8.0	0.0	0.0	18.0	0.0	0.0	0.0
3.5.2.17-RXN	0.0	1.0	0.0	2.0	0.67	0.0	0.0	26.0	0.0	0.2	4.4
3.5.5.1-RXN	1.0	4.0	2.0	1.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
3.5.5.7-RXN	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.6.1.41-RXN	1.0	5.0	3.0	2.0	0.67	0.0	1.0	18.0	0.0	0.2	2.4
3.6.3.12-RXN	2437.26	1867.26	1519.25	2464.76	1660.52	60.0	53.25	168.0	24.5	28.35	63.7
3.6.3.16-RXN	11.5	10.0	13.5	10.75	2.5	0.0	0.0	3.5	0.0	0.0	2.25
3.6.3.17-RXN	1517.4300000000003	3779.34	3409.57	1918.16	5174.4400000000005	498.5	472.8200000000001	647.18	492.8	485.7600000000001	494.36
3.6.3.2-RXN	2.17	4.5	2.67	2.0	2.0	229.17	229.33	237.17	231.15	231.2	231.73
3.6.3.20-RXN	2.0	4.0	2.0	3.0	1.67	0.0	0.0	9.0	0.0	0.0	4.0
3.6.3.21-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
3.6.3.24-RXN	2.0	0.0	4.0	1.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0
3.6.3.25-RXN	15.0	50.0	29.0	38.0	24.67	1.0	0.0	25.0	2.0	1.2	3.4
3.6.3.28-RXN	0.67	6.0	2.17	1.0	1.0	229.17	228.33	253.17	231.15	231.2	230.73
3.6.3.29-RXN	256.25	570.0	411.75	289.5	696.92	7.0	2.5	41.0	4.5	2.7	3.9
3.6.3.3-RXN	1245.01	1370.84	1374.33	1412.25	1677.84	259.5	247.66000000000005	274.84	243.15	243.53000000000003	253.48
3.6.3.30-RXN	256.0	450.0	341.0	472.0	512.0	9.0	1.0	35.5	6.0	4.4	5.8
3.6.3.31-RXN	1119.26	972.34	935.58	1267.75	1073.09	253.0	246.16000000000005	243.84	240.65	241.83000000000004	250.08
3.6.3.32-RXN	706.0899999999999	243.17	265.92	724.17	212.42	244.17	244.33	280.17	236.15	238.4	248.13
3.6.3.33-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
3.6.3.34-RXN	1344.1	1020.01	1095.25	1553.67	745.77	481.67	480.49	586.0099999999999	475.3	474.63000000000005	493.2600000000001
3.6.3.36-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
3.6.3.4-RXN	1016.93	876.2600000000001	869.08	1042.42	920.34	252.0	247.91000000000005	280.84	241.15	241.28000000000003	247.73
3.6.3.40-RXN	204.51	170.84	300.49	353.66	188.67	232.33	228.99	227.51	233.15	233.66000000000005	233.33
3.6.3.41-RXN	19.5	28.0	22.0	11.0	6.17	0.0	1.0	27.0	0.0	0.2	2.9
3.6.3.44-RXN	12.67	5.0	5.17	11.0	1.33	229.17	228.33	219.17	231.15	231.00000000000003	230.33
3.6.3.8-RXN	1318.59	1314.92	1082.42	1751.42	1488.0	256.17	251.08	266.17	245.65	246.25000000000003	252.83
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	1772.93	1214.7600000000002	1196.08	1957.17	1255.5100000000002	268.0	265.91	300.84	247.15	249.28000000000003	267.48
3PGAREARR-RXN	2875.03	2775.02	2682.99	3537.5	3062.85	749.0	729.98	782.02	720.95	721.19	736.39
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	923.18	805.0899999999999	781.5	1214.75	1158.25	479.67	478.74	541.01	470.8	474.9800000000001	481.96
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	8.0	8.0	8.0	15.0	6.0	0.0	0.0	25.0	0.0	0.0	0.0
4-HYDROXYBENZOATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	0.4
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	0.0	1.0	0.0	1.0	0.0	0.0	1.0	44.0	0.0	0.4	3.8
4-HYDROXYPROLINE-EPIMERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
4-NITROPHENYLPHOSPHATASE-RXN	44.67	12.0	17.17	38.0	5.33	229.17	229.33	219.17	231.15	231.00000000000003	229.33
4.1.1.32-RXN	44.0	46.0	28.0	23.0	26.0	0.0	0.0	3.5	0.0	0.0	0.0
4.1.1.64-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.1.68-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
4.1.1.74-RXN	0.67	0.0	0.17	2.0	0.33	229.17	228.33	222.67	231.15	231.00000000000003	231.33
4.1.1.75-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
4.1.1.77-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4.1.1.81-RXN	360.01	697.01	434.3200000000001	336.58	725.51	10.66	0.66	3.34	4.0	3.66	3.25
4.1.1.86-RXN	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
4.1.2.20-RXN	6.0	6.0	5.0	15.0	5.67	0.0	0.0	0.0	0.0	0.0	2.0
4.1.3.17-RXN	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
4.1.99.4-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.2	0.4
4.2.1.103-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.2	1.4
4.2.1.41-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.2	0.4
4.2.1.58-RXN	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
4.2.1.59-RXN	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
4.2.1.61-RXN	1141.1799999999998	1018.59	970.0	1286.5	1053.59	482.17	480.24	546.0099999999999	473.3	473.4800000000001	483.71
4.2.1.99-RXN	16.5	22.0	15.0	8.5	3.67	0.0	1.0	28.0	0.0	0.2	2.9
4.2.2.10-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.2.2.19-RXN	1309.0	432.0	495.0	1377.5	405.0	30.0	30.0	26.0	10.0	14.0	32.5
4.2.2.21-RXN	1309.0	432.0	495.0	1377.5	405.0	30.0	30.0	26.0	10.0	14.0	32.5
4.2.2.3-RXN	15.0	4.0	3.0	9.5	1.0	0.0	1.0	18.0	0.0	0.2	0.9
4.2.2.5-RXN	1362.67	460.17	504.5	1406.42	412.67	30.0	30.0	26.0	10.0	14.0	33.75
4.2.2.7-RXN	661.0	215.5	249.0	693.5	202.5	15.0	15.0	13.0	5.0	7.0	16.5
4.2.2.8-RXN	1307.0	427.0	495.0	1377.5	404.0	30.0	30.0	26.0	10.0	14.0	32.5
4.2.3.12-RXN	760.67	345.42	337.0	871.42	269.59000000000003	15.0	18.75	60.0	6.5	8.45	21.4
4.2.99.18-RXN	1595.02	1801.9300000000003	1670.66	2023.5	1954.1	493.0	484.0700000000001	561.18	480.8	479.31000000000006	491.21
4.3.1.14-RXN	7.0	19.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.3.1.15-RXN	90.25	212.5	169.25	112.5	315.25	1.0	1.5	5.0	2.5	1.5	1.0
4.3.1.17-RXN	1437.85	1550.7600000000002	1225.16	1599.5800000000002	1719.93	489.0	481.0700000000001	544.18	476.8	476.5100000000001	485.36
4.3.1.4-RXN	20.0	38.0	11.0	32.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0
4.4.1.19-RXN	2.0	1.0	3.0	1.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
4.4.1.25-RXN	2.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4.99.1.3-RXN	292.34000000000003	501.84	314.66	301.75	458.34	7.33	0.33	1.67	4.0	2.33	2.75
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	32.5	49.0	24.0	28.5	9.17	0.0	2.0	47.0	0.0	0.4	4.3
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	15.25	106.5	116.25	20.5	250.25	0.0	1.5	21.0	0.5	0.7	2.4
5-FORMYL-THF-CYCLO-LIGASE-RXN	1107.76	980.09	1095.08	1256.25	1061.84	253.5	249.91000000000005	284.34	242.15	242.28000000000003	251.73
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	21.5	25.0	22.0	10.5	5.5	0.0	0.0	9.0	1.0	0.0	0.5
5-METHYLTHIORIBOSE-KINASE-RXN	27.67	1.67	1.33	22.33	2.67	0.33	0.33	1.67	0.0	0.33	4.0
5-NUCLEOTID-RXN	1421.01	638.1700000000001	628.84	1444.17	454.01	488.34	495.16	561.3399999999999	474.3	477.1	499.36
5.1.1.18-RXN	77.34	113.84	115.49	187.16	277.34	0.66	2.16	8.34	0.5	2.16	3.0
5.1.2.3-RXN	0.0	1.0	0.0	2.0	1.34	0.0	1.0	43.0	0.0	0.4	4.8
5.1.3.20-RXN	17.5	24.0	17.0	9.5	3.67	0.0	0.0	9.0	0.0	0.0	2.5
5.1.3.23-RXN	23.67	23.17	13.0	16.17	10.67	0.0	0.0	0.0	0.0	0.0	0.0
5.1.3.9-RXN	332.34000000000003	569.1700000000001	597.83	358.33	739.1700000000001	237.0	231.16000000000005	230.84	235.65	233.83000000000004	231.33
5.1.99.4-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
5.3.1.17-RXN	1395.42	668.9200000000001	830.25	1472.42	739.1700000000001	31.5	34.25	33.0	13.0	15.75	34.5
5.3.1.23-RXN	138.67000000000002	253.17	211.0	115.67	354.67	1.0	2.5	37.0	2.5	1.7	3.9
5.3.3.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.2	0.4
5.3.3.14-RXN	0.0	1.0	0.0	1.0	0.67	0.0	2.0	27.0	0.0	0.2	2.4
5.3.4.1-RXN	4.0	12.0	8.0	5.0	0.67	0.0	2.0	20.0	0.0	0.2	2.4
5.4.1.2-RXN	307.17	508.17	461.66	304.33	492.67	7.83	0.33	26.67	4.0	2.53	2.9
5.4.2.10-RXN	410.59	686.1700000000001	657.08	537.3299999999999	823.4200000000001	238.0	232.16000000000005	261.34	236.65	235.03000000000003	235.23
5.4.99.15-RXN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	28.5	0.0	0.2	2.4
5.4.99.16-RXN	13.0	101.5	109.5	16.5	249.0	0.0	1.5	30.0	0.5	0.7	0.4
5.4.99.17-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
5.5.1.2-RXN	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	0.4	0.8
5.99.1.2-RXN	4834.2	4075.78	4401.81	5367.17	4844.950000000001	338.49	321.4	418.35	275.15	283.17	330.78
5.99.1.3-RXN	2965.86	3360.0200000000004	3216.4800000000005	3320.1600000000003	3763.52	524.66	504.48	592.02	495.3	490.22	507.46
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	44.0	12.0	17.0	35.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	597.36	560.6700000000001	420.35	1991.33	549.49	1621.5199999999998	1608.64	1545.86	1632.0499999999995	1634.3300000000002	1627.3100000000002
6.1.1.13-RXN	105.84	49.0	44.84	77.5	13.66	458.34	458.66	438.34	462.3	462.00000000000006	459.66
6.1.1.23-RXN	153.5	472.0	342.5	185.5	627.0	7.0	1.5	5.0	4.5	2.5	2.0
6.1.1.24-RXN	73.42	41.0	41.92	184.5	33.08	230.17	229.33	219.17	231.15	232.00000000000003	230.83
6.2.1.34-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
6.3.1.10-RXN	338.34000000000003	533.34	467.16	315.25	497.84	7.83	0.33	26.67	4.0	2.53	3.15
6.3.1.12-RXN	65.67	20.0	27.17	45.5	12.83	229.17	228.33	219.17	231.15	231.00000000000003	228.33
6.3.2.10-RXN	1115.76	993.59	961.58	1255.75	1047.84	253.0	249.91000000000005	284.34	242.15	242.28000000000003	251.73
6.3.2.7-RXN	0.92	2.0	1.92	0.0	0.5800000000000001	229.17	229.33	219.17	231.15	231.00000000000003	228.33
6.3.5.6-RXN	1100.77	1910.51	1891.24	1547.99	2391.75	714.0	693.48	860.02	709.95	705.29	705.09
6.3.5.7-RXN	1100.77	1910.51	1891.24	1547.99	2391.75	714.0	693.48	860.02	709.95	705.29	705.09
6PFRUCTPHOS-RXN	3309.94	3144.7700000000004	3112.0600000000004	3990.66	3561.1900000000005	309.49	284.90000000000003	324.35	265.15	267.07000000000005	293.58000000000004
6PGLUCONOLACT-RXN	978.76	615.59	685.0799999999999	1198.25	520.34	251.0	247.41000000000005	269.34	242.65	241.78000000000003	254.23
7-ALPHA-HYDROXYSTEROID-DEH-RXN	157.0	461.0	350.0	173.25	642.17	6.0	1.5	10.0	2.5	1.5	0.25
7KAPSYN-RXN	1411.84	592.84	613.0	1411.34	445.5100000000001	30.0	34.5	56.5	12.0	14.7	36.9
ABC-10-RXN	1344.1	1020.01	1095.25	1553.67	745.77	481.67	480.49	586.0099999999999	475.3	474.63000000000005	493.2600000000001
ABC-11-RXN	1344.1	1020.01	1095.25	1553.67	745.77	481.67	480.49	586.0099999999999	475.3	474.63000000000005	493.2600000000001
ABC-12-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-13-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-14-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-18-RXN	1517.4300000000003	3779.34	3409.57	1918.16	5174.4400000000005	498.5	472.8200000000001	647.18	492.8	485.7600000000001	494.36
ABC-19-RXN	256.25	570.0	411.75	289.5	696.92	7.0	2.5	41.0	4.5	2.7	3.9
ABC-2-RXN	1517.4300000000003	3779.34	3409.57	1918.16	5174.4400000000005	498.5	472.8200000000001	647.18	492.8	485.7600000000001	494.36
ABC-20-RXN	2.0	0.0	4.0	1.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0
ABC-23-RXN	0.67	6.0	2.17	1.0	1.0	229.17	228.33	253.17	231.15	231.2	230.73
ABC-24-RXN	1119.26	972.34	935.58	1267.75	1073.09	253.0	246.16000000000005	243.84	240.65	241.83000000000004	250.08
ABC-25-RXN	1119.26	972.34	935.58	1267.75	1073.09	253.0	246.16000000000005	243.84	240.65	241.83000000000004	250.08
ABC-27-RXN	1118.1799999999998	915.34	922.5	1269.25	1036.67	482.17	478.49	509.51	472.8	473.2300000000001	482.21
ABC-28-RXN	1517.4300000000003	3779.34	3409.57	1918.16	5174.4400000000005	498.5	472.8200000000001	647.18	492.8	485.7600000000001	494.36
ABC-3-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-33-RXN	1517.4300000000003	3779.34	3409.57	1918.16	5174.4400000000005	498.5	472.8200000000001	647.18	492.8	485.7600000000001	494.36
ABC-34-RXN	2.0	4.0	2.0	3.0	1.67	0.0	0.0	9.0	0.0	0.0	4.0
ABC-37-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-4-RXN	869.9300000000001	1518.67	1236.25	1042.83	1670.0800000000002	704.34	693.32	842.68	704.45	702.33	710.99
ABC-5-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	0.0	0.0	0.0	2.0
ABC-64-RXN	0.0	0.0	0.0	1.0	0.67	0.0	0.0	16.0	0.0	0.2	2.4
ABC-7-RXN	15.0	50.0	29.0	38.0	24.67	1.0	0.0	25.0	2.0	1.2	3.4
ABC-70-RXN	15.0	50.0	29.0	38.0	24.67	1.0	0.0	25.0	2.0	1.2	3.4
ABC-9-RXN	1344.1	1020.01	1095.25	1553.67	745.77	481.67	480.49	586.0099999999999	475.3	474.63000000000005	493.2600000000001
